Name,color_wine,Price,ml,Rating,RatingNum,Country,ABV,img
Our Daily Red Blend 2020,Red Wine,9.99,750,4.8,5,Other Red Blends from California,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4VQqWlW1_N0o0WoNrjDFWENipFQYrbvtWJm6-roVG99MTG5UKN8ZxKkzA1Q&s
Oxford Landing Chardonnay 2021,White Wine,9.99,750,4.2,10,Chardonnay from South Australia / Australia,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkbDmo-rvm6hKp7WVYWgFX-4BLh8wwxZqqCGAw1yNk9JarOhPa5DP2SVPROC8&s
Pepperwood Grove Pinot Noir,Red Wine,9.99,750,3.6,245,Pinot Noir from Chile,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQATEXVB_3uAIPLEC3oMprSyzIyz_zbFC_8b1cdqgdpZnFSUa_tZjllwSXdnQU&s
Pepperwood Grove Chardonnay,White Wine,9.99,750,3.5,162,Chardonnay from California,13.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeqwI8WFYbwCrkWJwGw89C1rAO6g4rSELMVxcexyfGP55xyXk-EAHEVSNgjw&s
Pepperwood Grove Merlot,Red Wine,9.99,750,3.8,99,Merlot from Chile,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlDBbB3_RZMIR56GkJZ8tGl1_qY5Bo2RZUAEc5lGeh1JWrM-dwJxsc-daVjg&s
Pepperwood Grove Cabernet Sauvignon,Red Wine,9.99,750,3.5,193,Cabernet Sauvignon from Chile,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQm5fE-Lts2NwEoJ_u-DCoEkN-_0Om24yN1QuYZ8XY6jyNOqtAdCRvFoAigZQ&s
Red Diamond Merlot,Red Wine,9.99,750,4.1,20,Merlot from Washington,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSy8S4S1z6ipPDHh56RA622OnpvH0Kj1XzcKh6BmHUTJYQG8jRGX6FoEgiy5Q&s
Smoking Loon Chardonnay 2019,White Wine,9.99,750,3.8,9,Chardonnay from California,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROjsQlT7pGBu-u-rLfzGbWQWjLo8PLIoucxSMmMdGgoajZS10UR9vYw33XmA&s
Smoking Loon Cabernet Sauvignon,Red Wine,9.99,750,0,0,Cabernet Sauvignon from Chile,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYG_8RZQBygJuDftVRFQjP5obrnWp6tNSAyT52BSdcQfFZrkWydPjqTyMTHQ&s
Two Vines Merlot,Red Wine,9.99,750,3.4,10,Merlot from Washington,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhLJtxQ-SOiPux4V4Nffp8ir93B3W9woBpxs8RtQzlJz-zCzvmdSj0QwUBSNE&s
Venta Morales Tempranillo 2020,Red Wine,9.99,750,0,0,Tempranillo from La Mancha / Spain,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJBcaNsM4URNvpx1y35Yi0plBODFxDpCjNbzgO2Sd1Z0LO2tDdqo7zUfrGh8o&s
Vigneti del Sole Montepulciano d'Abruzzo 2020,Red Wine,9.99,750,3.6,8,Montepulciano from Abruzzo / Italy,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNRJGlqCsoNtQ8VTv6OPajuyWXStRnNwKTRq7-fVMpnrJh_9ya084V9aWheA&s
Vino de Eyzaguirre Syrah 2019,Red Wine,9.99,750,3.6,14,Syrah /Shiraz from Colchagua Valley / Rapel Valley / Chile,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSfC8iHQata0vVn5-iQfyyaUF-HvQyYCRwxOZESmPD1Y3lk8mAysawnBXs7I30&s
Vino de Eyzaguirre Merlot 2019,Red Wine,9.99,750,3.6,5,Merlot from Colchagua Valley / Rapel Valley / Chile,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMFkB3UgXb-_yaoUBzITBplxt_GMbhm8_uYyWtXTCdqfnPoXoEQmZjoioF6x4&s
Vino de Eyzaguirre Cabernet Sauvignon 2019,Red Wine,9.99,750,4.5,6,Cabernet Sauvignon from Colchagua Valley / Rapel Valley / Chile,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTouH3bWThaeDudtguirTF2x1qk5yALa8spoatLqASgBL7i1Me4MzKi3yOZYw&s
14 Hands Hot to Trot Red Blend 2020,Red Wine,10.99,750,0,0,Other Red Blends from Columbia Valley / Washington,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfyXxLc1Z9T3nnqpB3G6BJBqRA2kTN2Gx-MhRhmxDdiuP2Rn4dnGRlxH5wks4&s
19 Crimes Cabernet Sauvignon 2020,Red Wine,10.99,750,3.9,68,Cabernet Sauvignon from Australia,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIVeoXJ-e1DLOIZs5j0qaK4q8kEIx349CSx2fzI9n4zaarhNk1_I2y0QD1nQ&s
Agricola de Borja Monte Oton Garnacha 2020,Red Wine,10.99,750,0,0,Grenache from Campo de Borja / Spain,13.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSh5UALBmD00iqvs-BmMIE5R3ID9BccI7S32DQ3uinNFb5dY_bfIft_zJVo5g&s
Agua de Piedra Seleccion Malbec 2021,Red Wine,10.99,750,0,0,Malbec from Mendoza / Argentina,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_ZVWtg3v5fa25T_opX0qWBeP1rMsTULVCFACx2pwG9q5eapfHMm67_fFlA6g&s
Alta Vista Vive Cabernet Sauvignon 2020,Red Wine,10.99,750,0,0,Cabernet Sauvignon from Mendoza / Argentina,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiKZmdTDQrQUCK3WlbzRgiWYcBGslA0lGk2erGfY9VcxF--ycrNwXdED7VDQ&s
Alta Vista Vive Malbec 2020,Red Wine,10.99,750,4,19,Malbec from Mendoza / Argentina,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYyTi74QlWYVBcQrS1wuwcEDQ3bxEVMmZXl12UXTnZLFKlbwe40-LK80HtDcU&s
Apothic Dark Red Blend 2019,Red Wine,10.99,750,4.1,13,Other Red Blends from California,13.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzujaD1SoLlaHG8rHcwnGrXTyuUmK0gV4avKqlK9zIqlCDZEJVF6YKs7chog&s
AVA Grace Rose 2021,Pink and Rosé,10.99,750,0,0,Rosé from California,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCUpUwU8I2OAsptPaDdbt1hEYAEbOfOcobU6Aza3Yht7zTAHprLxCF-pfHClg&s
Avalon Lodi Cabernet Sauvignon 2020,Red Wine,10.99,750,0,0,Cabernet Sauvignon from Lodi / California,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5TLy09hSZVNxrZxlD8_J5kajH6gJEYrQXqtP7wXGYyI31219B4s6GjLnTGDE&s
Badia a Coltibuono Cetamura Chianti 2020,Red Wine,10.99,750,0,0,Sangiovese from Chianti / Tuscany / Italy,12.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXr3ZZL90G7q7D29fog2X8xV6Zy2H5m_NhJHtL0ad1wLZt9mEIHv-hxXiVBQ&s
Badia a Coltibuono Cultusboni RS Chianti Classico (375ML half-bottle) 2020,Red Wine,10.99,375,0,0,Sangiovese from Chianti Classico / Chianti / Tuscany / Italy,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDq8KE8tP2I-4Y5nQvPxC8Pwjkn3Wi9s0N2DrZ86e3iD80kWTVASlISKMRZvM&s
Banfi Col di Sasso 2019,Red Wine,10.99,750,4,30,Tuscan Blends from Tuscany / Italy,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvahbN8FgQ6jr0J3nmA20m6v1YYnYPyxqHN4tYgPD5F_zZeLv4L06gaGVQFw&s
Baron Herzog Chenin Blanc (OU Kosher) 2020,White Wine,10.99,750,0,0,Chenin Blanc from California,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSslN2mAeHBrcwHOEvbudCjtwCJFAg-2kgamuLwBnwXUPCCgMg5Be20VM67xYs&s
Baron Herzog White Zinfandel (OU Kosher) 2021,Pink and Rosé,10.99,750,0,0,White Zinfandel from California,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT192gtljYle9RXLJIeZIgxXDs308DCjO-dN7GpUBVPNIOQ4MR2eGvKO0IUmA&s
Big House Prohibition Red Blend 2019,Red Wine,10.99,750,0,0,Other Red Blends from California,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGH24jtxmSKtmR_2HxWLyryOyfFt2BpOZIj3JRaNUArk0ffWApnOagKZA7AhQ&s
Bodegas Breca Garnacha de Fuego 2021,Red Wine,10.99,750,0,0,Grenache from Calatayud / Spain,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQygEUQmF3AlS9_QBNY6v3XE4NlfuIxFnRHqEPkNlOfBG568qWbxGWJLr4_nLI&s
Bodegas Callia Pinot Grigio 2021,White Wine,10.99,750,0,0,Pinot Gris /Grigio from San Juan / Argentina,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRot0CrZZNjxo7oCzqcUFxebKxmEKBC5gygKUYr6Tjl2otmkKYwipGjRpsrktI&s
Bodegas Volver Tarima 2020,Red Wine,10.99,750,0,0,Mourvedre from Alicante / Spain,14.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBD4JWA9bv3fR44u90VezBceR-sxhV7bcM-OW9YxCpwp3h3qC9257cWXT6JbI&s
Boekenhoutskloof The Wolftrap White 2020,White Wine,10.99,750,0,0,Other White Blends from Franschhoek Valley / South Africa,13.79,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiTowMK_oLCoB_ThwML9VpzVU59JKBsZ6626rwQQjj_1zR-9EJfVHCAwc3dLY&s
Bogle Cabernet Sauvignon 2019,Red Wine,10.99,750,3.7,49,Cabernet Sauvignon from California,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdCXIkLnoopdGu0wP5wu_yuK_XIEZckAc7PCUcCNvtSZVrQIdC5d0vf2-vdg&s
Bogle Pinot Noir 2020,Red Wine,10.99,750,3.8,12,Pinot Noir from California,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyO3od2z6RTHgL-wDyf6dUjq8YRJoYqY3jssvixltADKD1zBV73U7sK3ptrAs&s
Bogle Old Vines Zinfandel 2019,Red Wine,10.99,750,4,76,Zinfandel from California,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYH4pJm31h_ep3dq-vTpTz682yZaAjvKuBPj_ygaSUNk5YNFu7wNYqZtIghQ&s
Bogle Merlot 2019,Red Wine,10.99,750,4,20,Merlot from California,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUuMbCXKv57OwyoXBb3b_Tyn1VA6oF6qPjeI-Fr1iFe2s8Zezk3hWr5s2KPA&s
Bogle Essential Red 2019,Red Wine,10.99,750,0,0,Other Red Blends from California,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROOexEcjU6NrMnky0lCDpY82WncVsul9KGCOn6JVPC17jHORDkwUtO469viJE&s
Borsao Garnacha Seleccion 2020,Red Wine,10.99,750,0,0,Grenache from Campo de Borja / Spain,14.91,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSApV_3EWTHQ3KYWivKRL60Dl9EFsjmpDKrnF1oCZ9ByOTsNYiM3NxkzYn2STU&s
Borsao Rose 2021,Pink and Rosé,10.99,750,0,0,Rosé from Campo de Borja / Spain,13.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYM4eFXrtktT5UjvvIBJ9hk2n7UNOcqtzJLDEHpOVQaMW8gXPrtmFd5kjMlQ&s
Broadbent Vinho Verde Rose,Pink and Rosé,10.99,750,3.6,416,Rosé from Vinho Verde / Portugal,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDNjvpX8t_VdrxMuVi3Ipf5ryxvaa5oibz7VOpOGljMxDA6nSaD7KaVhd3xc8&s
Ca' Furlan Cuvee Adriana Moscato,Sparkling & Champagne,10.99,750,3.8,28,Non-Vintage Sparkling Wine from Veneto / Italy,8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRzfcAhHaIf7BhDnYp8FS9F-9XbW9NKA-selBgxSv648Ya_MD4QtOWthN4Q94&s
Campo Viejo Garnacha 2020,Red Wine,10.99,750,0,0,Grenache from Rioja / Spain,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsuMBciP4nflLI7v1BXrDNsXpooArFz-oOQB7ZDSzlqRvVQ6Hx90qdFLleIlQ&s
Campo Viejo Tempranillo 2020,Red Wine,10.99,750,0,0,Tempranillo from Rioja / Spain,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzJM_cn9f6X4i6is1iFrgyLleqNZpoUPt3Ev83YcdAB_qSI2jAzN9pzXnT-A&s
Cantina Gabriele Dolcemente (OU Kosher) 2020,Red Wine,10.99,750,0,0,Other Red Blends from Lazio / Italy,11.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWQW3dAU_19xL1ljY5k4REfBgjog7fQSsabC6hYwTwxxmv1kB3uyCA_WVZUw&s
Carnivor Cabernet Sauvignon 2019,Red Wine,10.99,750,4.2,12,Cabernet Sauvignon from California,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRGmb6J4b_Ng4zzklpLlaH637sLsN-rhm4pTa13gwso9O7URHWFTdsh1ycofjc&s
Casa Santos Lima Lisbonita 2019,Red Wine,10.99,750,4,6,Other Red Blends from Portugal,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTV3_tKeVLNmHzdxjP8cp2_9F2hk63xv4nWLzbBt5aZ9g3eybj_qzoQFiFeZiE&s
Casata Parini Montepulciano d'Abruzzo 2019,Red Wine,10.99,750,4.2,59,Montepulciano from Abruzzo / Italy,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWehLFScidhcE8Oo1yPmNN-uTJvP8GjYCcs1NRutvuN5DkOH7uTDBGLkzMGg&s
Castle Rock Central Coast Chardonnay 2019,White Wine,10.99,750,3.6,8,Chardonnay from Central Coast / California,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6tI1r1hzUgBzC61HKcI5Ab9hFZKqNfGexmjovE7PESDmuTIkLy47Po_vuj1I&s
Cellar No. 8 Pinot Noir 2017,Red Wine,10.99,750,0,0,Pinot Noir from California,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1x5fl4P8yf3phZ91g0vYa8c67FvZdtgI_v_XuDUAu7v4QO1iQoEgzz2dQFQ&s
Chateau Fage Rose 2021,Pink and Rosé,10.99,750,0,0,Rosé from Bordeaux / France,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRoGMbFwrbdxXLlGUNblu9_frHThacX-kv_OsKF6IPiHxQuJr7ZNTI2Ff-EQ&s
Chateau Lamartine Cahors (375ML half-bottle) 2016,Red Wine,10.99,375,3.8,16,Other Red Blends from Cahors / Southwest / France,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5tBSSYMm2Vh_XrxyuNCV1TTlrrB2qA9C8ART8duRtmiFa4CmyhRmZGX-GTw&s
Chateau Laulerie Bergerac Rouge 2019,Red Wine,10.99,750,0,0,Merlot from Southwest / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRO2K8J2w0VegBf4PV5gVIi49e8FnCKB4aFaKVFhVjIwRFaCwhuBxAH4vqenIE&s
Chateau Souverain Chardonnay 2020,White Wine,10.99,750,0,0,Chardonnay from California,13.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSY3ne04JBArZE2EkWxalnvUdI53pvDYaM9zqTgEnzP0CTd0GXYGt8At9mjKDU&s
Chateau Ste. Michelle Cabernet Sauvignon (375ML half-bottle) 2017,Red Wine,10.99,375,3.3,21,Cabernet Sauvignon from Columbia Valley / Washington,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpiUOOvnT6McDEe7w1wk4ngQUN8Yl6vVXQ61eDnMqoAg23HPM4RgX3CrDwuQ&s
Chateau Ste. Michelle Columbia Valley Riesling 2021,White Wine,10.99,750,4.3,18,Riesling from Columbia Valley / Washington,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIYor3k7Vh70pnHbj5lQYd0Nl0udmiVSU4BnPXo7ZV9ade-10_BDik7AzzGrg&s
Chateau Ste. Michelle Dry Riesling 2021,White Wine,10.99,750,4.1,7,Riesling from Columbia Valley / Washington,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQK42eCTs0LKDt2IrEczgTbP3aszA-oi8ebL4cy5vKsDfiFt4hcLVQzzurVg&s
Chateau Ste. Michelle Gewurztraminer 2021,White Wine,10.99,750,0,0,Gewurztraminer from Columbia Valley / Washington,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAuoIf4SuIC9OY8odHWYLJJtwqXxyYEQdsvgJ3FdEg0ykYgs1c-LfCeJk_xoI&s
Clos du Bois California Chardonnay 2020,White Wine,10.99,750,3.9,6,Chardonnay from California,13.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLpVPLNeHUmfYq7ZzrmxdYYjJFCDjhEzLg3UODlIn1mOZbDW9Gonxi2Nw_YQ&s
Clos du Bois California Cabernet Sauvignon 2020,Red Wine,10.99,750,0,0,Cabernet Sauvignon from California,13.54,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFFvtz-WMo2JjYi_Gc7bFrDAURnmKIo8ED6fcbRu9-jB21Q9DsB3tGBnB1hw&s
Clos La Coutale Cahors (375ML half-bottle) 2020,Red Wine,10.99,375,0,0,Malbec from Cahors / Southwest / France,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIH8Pa9CQN17xlHlhuzazUCinL4f7fV4xRsBOLqe_9NjzQJadva_zZFReWQA&s
Columbia Crest Grand Estates Red Blend 2019,Red Wine,10.99,750,0,0,Other Red Blends from Columbia Valley / Washington,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVf3T_YLn5B2k5oBbwUzz4_5dZTsrMIEIs7adW0_3pIpvorKFNuOOdwjaQrvo&s
Cono Sur Bicicleta Cabernet Sauvignon 2021,Red Wine,10.99,750,0,0,Cabernet Sauvignon from Chile,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTouYd1d6vHQBJP41KxLgjvzdpcjLJq9eq31rKg_NWPVL8T8xFKaKC8Qzy98Ao&s
Cono Sur Bicicleta Pinot Noir 2020,Red Wine,10.99,750,0,0,Pinot Noir from Chile,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQl32jLgz-E0CACbhjDdtlPuCwB_0qBze4jrVfWeC7mNW8deNoY8Lq7dUGhXvI&s
Cono Sur Bicicleta Reserva Sauvignon Blanc 2021,White Wine,10.99,750,0,0,Sauvignon Blanc from Chile,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlAfP84DhGoMe7Vo4HA57iVNNXk5rYH9EjAVHCANKVt3DtuRhDgV9LXE4hpQ&s
Cousino Macul Cabernet Sauvignon 2018,Red Wine,10.99,750,0,0,Cabernet Sauvignon from Chile,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjAfuaHndDxIUp97TY7BOARZNBqtGsDjKrA6i80d9g5540yISuhxsAte3Bbg&s
Cupcake Vineyards Riesling 2020,White Wine,10.99,750,0,0,Riesling from Pfalz / Germany,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZegMmFDHgKQrGXUnQgqdSHwleix1yM4PCblFMozmAN2gWaa9YxXn024b4ng&s
Cupcake Vineyards Merlot 2020,Red Wine,10.99,750,0,0,Merlot from Central Coast / California,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTx9edX5hx2E5QpOIGh2DSIDg5xHcR24xDhzeoSn8GMUYKNEArtYifvZoLz7nM&s
Cycles Gladiator Chardonnay 2020,White Wine,10.99,750,0,0,Chardonnay from Central Coast / California,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTa5RsFimDKbokid_ewcN5-8mzAWX__CbEsUG_U5YmeT-29BqnDkxoQbSIWNw&s
Dark Horse Rose 2021,Pink and Rosé,10.99,750,0,0,Rosé from California,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQi8hOuDMwk57P00ZD8yp5NJj5e5QAQLwMOd01uUjrBHjJHEEXKzJx54Q8dvwU&s
DeLoach Heritage Reserve Zinfandel 2020,Red Wine,10.99,750,2.9,7,Zinfandel from California,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDdDQOrrGxjA2t4YFIuFljxhJ6i0Zer0g88vJsoC_4ROkchkXXoMymvSSeOg&s
Ecco Domani Pinot Grigio 2021,White Wine,10.99,750,0,0,Pinot Gris /Grigio from Trentino-Alto Adige / Italy,12.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmGvxxBY0y-XpG9I_zOn7ptWDKDTniDIHtgLxt5Kh5Dveb-hbwo3wrIWd7ijo&s
El Coto Rioja Blanco 2021,White Wine,10.99,750,0,0,Viura from Rioja / Spain,12.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGdxNT2-Jspm46AM8RAsB_dS5Dr-gbMI_UEhWK0LzTDMpROqX2cXKO22m7Ng&s
Flaco Tempranillo 2019,Red Wine,10.99,750,3.8,69,Tempranillo from Spain,14.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBIj839unIzwk59SP6dUWA0ao5NlONHtl0oIbwEYROuvdXYFT0LM7HB3w4sw&s
Gnarly Head Chardonnay 2020,White Wine,10.99,750,0,0,Chardonnay from California,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxcsuOQaaZxrMHZWIsEmNIc6Yhwe9-Ot2ZSNBgsTfkCvl3z2au8pXb9WXjUg&s
Guenoc California Pinot Grigio 2018,White Wine,10.99,750,3.2,24,Pinot Gris /Grigio from California,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWR_c15lQPCe8bwMpwYb-Tewhv7Oiw5QtSMGn93nBqJpJGDX1b5HMEeIEqHlQ&s
Guigal Cotes du Rhone Rouge (375ML half-bottle) 2017,Red Wine,10.99,375,3.6,24,Rhone Red Blends from Cotes du Rhone / Rhone / France,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSL2KDrsopvFmrW5LnK2mzdRwwuuv5pyrGX2DyrOKOsDF5pSWgQLBGQ5j6vQ&s
Herdade de Sao Miguel Sul Red 2020,Red Wine,10.99,750,0,0,Other Red Blends from Alentejo / Portugal,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdMQEty0y24u5I9oHt6VzWBSI6w0GGg0oFLfalk1VbKgGeYLOCbSClzbqu3uc&s
Herdade Do Esporao Monte Velho Red 2020,Red Wine,10.99,750,0,0,Other Red Blends from Alentejo / Portugal,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4qdzsojlUyzMH_JTGqEICTAOLGyItAiarYzNOCeGB0duNDW8ELbepmV-IxQ0&s
Herdade Do Esporao Bico Amarelo Vinho Verde 2021,White Wine,10.99,750,0,0,Other White Blends from Vinho Verde / Portugal,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSK7rgFihO5nFxQefCAKP9rYkHQqS2htAwI8jmic4uRxYzdGckKJOMb2C96RQ&s
Honoro Vera Cabernet Sauvignon 2021,Red Wine,10.99,750,0,0,Cabernet Sauvignon from Jumilla / Spain,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-QDJazW193rSqDJ2i-gPrN3kTWCiARA-M3OP1sl22cowGY1m5FHUEpe6nQJs&s
House Wine Cabernet Sauvignon 2019,Red Wine,10.99,750,0,0,Cabernet Sauvignon from Columbia Valley / Washington,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSM9EgooGkqYuQfc7H7RNMkPmxoTa-eNzM6l6t2sHzvhUAY-iW9Li-57s6Eng&s
Indaba Chenin Blanc 2020,White Wine,10.99,750,3.5,5,Chenin Blanc from South Africa,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMdvTvmNzl6L65ZLF9B4BzFouKtV0W0LLX6hztiguA06cx5YmQOVc58cqCliM&s
Indaba Chardonnay 2020,White Wine,10.99,750,0,0,Chardonnay from South Africa,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStL-Oo3zPSSpLavoh8aRbZSe62q_J4WqxxdpwGY6_RKW4Z0QJFCZ2qYF_ztYs&s
Jaume Serra Cristalino Cava Brut Rose,Sparkling & Champagne,10.99,750,3.5,229,Sparkling Rosé from Cava / Spain,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdYUOH6bIn609N0C1V24IEj7ZNztgAfbRuah9BXCKbI1Bi50PNvRTV_lu2yfY&s
Kenwood Yulupa Chardonnay,White Wine,10.99,750,0,0,Chardonnay from California,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQT0ewlpma_S4m2gPDyXojbfwzJqdw1D_FpEYLi0zSp5gZwqep37TjeOVDF-g&s
King Estate Willamette Valley Pinot Gris (375ML half-bottle) 2019,White Wine,10.99,375,3.7,6,Pinot Gris /Grigio from Willamette Valley / Oregon,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQS-4_Sr4zPPCtKb3zUbSlhwJ0m5u2tkX6y1TTQ62FWq3LfmYy6EwqAwvgQg&s
La Fiera Pinot Grigio 2021,White Wine,10.99,750,3,7,Pinot Gris /Grigio from Veneto / Italy,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEGA7yeFYjRNZKX6DCXkBE0hpaxnZCDhv3UOkt4jHvGmfJVRd6yotSCgXV-g&s
La Fiera Montepulciano d'Abruzzo 2020,Red Wine,10.99,750,4,5,Montepulciano from Abruzzo / Italy,13.05,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQDQ9UkEf184JYrI9QL1j4UksIhA3JU0NxYJxjW2Q7gRLM2iDtw_TOx3BO7vk&s
La Playa Estate Dry Rose of Cabernet Sauvignon 2020,Pink and Rosé,10.99,750,3.6,41,Rosé from Colchagua Valley / Rapel Valley / Chile,12.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTi_vQhfGuqI9tv5XtDgWmYIUYuFnGae25zR04cdW-zT405Ya3YxjoUtEPX_Dc&s
Los Ailos Syrah-Malbec 2020,Red Wine,10.99,750,4.8,23,Other Red Blends from Mendoza / Argentina,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCecXvPQYJnO6zpsZoUPnjd86dWwpnebEpcWqEAnowMhu9y0RVI9DJK_QeLPU&s
